Timestamp,Zone,Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),Light(lx),Sound(dB)
2026-08-19 15:50:59,ZONE_A,34.88,64.00,1000.19,98.88,28980.83,45.0
2026-08-19 15:51:01,ZONE_A,34.92,64.00,1000.28,98.18,30887.50,57.0
2026-08-19 15:51:03,ZONE_A,34.84,64.00,1000.25,98.42,24785.00,60.0
2026-08-19 15:51:05,ZONE_A,34.80,65.00,1000.22,98.68,30282.50,60.0
2026-08-19 15:51:07,ZONE_A,34.83,65.00,1000.22,98.65,33108.33,56.0
2026-08-19 15:51:09,ZONE_A,34.83,65.00,1000.19,98.95,26764.17,58.0
2026-08-19 15:51:11,ZONE_A,34.87,65.00,1000.21,98.78,27139.17,62.0
2026-08-19 15:51:13,ZONE_A,34.88,65.00,1000.27,98.27,28273.33,57.0
2026-08-19 15:51:15,ZONE_A,34.90,66.00,1000.25,98.43,20983.33,56.0
2026-08-19 15:51:17,ZONE_A,34.89,66.00,1000.22,98.68,20375.00,48.0
2026-08-19 15:51:19,ZONE_A,34.92,66.00,1000.26,98.34,19214.17,56.0
2026-08-19 15:51:21,ZONE_A,34.92,66.00,1000.22,98.70,20045.00,63.0
2026-08-19 15:51:23,ZONE_A,34.80,67.00,1000.20,98.81,19360.00,62.0
2026-08-19 15:51:25,ZONE_A,34.68,67.00,1000.21,98.73,22339.17,58.0
2026-08-19 15:51:27,ZONE_A,34.64,67.00,1000.20,98.85,21930.83,59.0
2026-08-19 15:51:29,ZONE_A,34.64,67.00,1000.19,98.90,21417.50,59.0
2026-08-19 15:51:31,ZONE_A,34.64,67.00,1000.19,98.93,21266.67,48.0
2026-08-19 15:51:33,ZONE_A,34.61,67.00,1000.22,98.64,21059.17,57.0
2026-08-19 15:51:35,ZONE_A,34.49,67.00,1000.20,98.80,21020.00,59.0
2026-08-19 15:51:37,ZONE_A,34.45,66.00,1000.21,98.73,20906.67,57.0
2026-08-19 15:51:39,ZONE_A,34.31,66.00,1000.20,98.84,20810.83,51.0
2026-08-19 15:51:41,ZONE_A,34.23,66.00,1000.21,98.72,20620.00,55.0
2026-08-19 15:51:43,ZONE_A,34.08,66.00,1000.17,99.06,20654.17,66.0
2026-08-19 15:51:45,ZONE_A,34.06,65.00,1000.19,98.89,20838.33,66.0
2026-08-19 15:51:47,ZONE_A,34.00,65.00,1000.22,98.69,22145.00,62.0
2026-08-19 15:51:49,ZONE_A,34.01,64.00,1000.20,98.85,22196.67,59.0
2026-08-19 15:51:51,ZONE_A,34.01,64.00,1000.19,98.90,21178.33,63.0
2026-08-19 15:51:53,ZONE_A,34.01,64.00,1000.18,98.98,21677.50,53.0
2026-08-19 15:51:55,ZONE_A,34.05,64.00,1000.22,98.69,21973.33,58.0
2026-08-19 15:51:57,ZONE_A,34.07,64.00,1000.22,98.65,22294.17,53.0
2026-08-19 15:51:59,ZONE_A,34.09,64.00,1000.19,98.89,18684.17,59.0
2026-08-19 15:52:01,ZONE_A,34.13,64.00,1000.19,98.95,22130.83,64.0
2026-08-19 15:52:03,ZONE_A,34.15,65.00,1000.20,98.82,21635.00,77.0
2026-08-19 15:52:05,ZONE_A,34.20,65.00,1000.18,99.01,21329.17,58.0
2026-08-19 15:52:07,ZONE_A,34.25,65.00,1000.22,98.66,20966.67,59.0
2026-08-19 15:52:09,ZONE_A,34.29,65.00,1000.18,98.98,19868.33,60.0
2026-08-19 15:52:11,ZONE_A,34.30,65.00,1000.21,98.71,19370.83,56.0
2026-08-19 15:52:13,ZONE_A,34.27,66.00,1000.22,98.69,20670.00,61.0
2026-08-19 15:52:15,ZONE_A,34.28,66.00,1000.23,98.54,21994.17,54.0
2026-08-19 15:52:17,ZONE_A,34.29,66.00,1000.18,99.02,18197.50,61.0
2026-08-19 15:52:19,ZONE_A,34.30,66.00,1000.20,98.86,17571.67,57.0
2026-08-19 15:52:21,ZONE_A,34.34,66.00,1000.20,98.85,18445.00,61.0
2026-08-19 15:52:23,ZONE_A,34.36,66.00,1000.20,98.83,19147.50,64.0
2026-08-19 15:52:25,ZONE_A,34.36,66.00,1000.21,98.75,19041.67,55.0
2026-08-19 15:52:27,ZONE_A,34.37,66.00,1000.21,98.78,19535.00,56.0
2026-08-19 15:52:29,ZONE_A,34.36,66.00,1000.21,98.73,18604.17,62.0
2026-08-19 15:52:31,ZONE_A,34.39,66.00,1000.23,98.57,17893.33,56.0
2026-08-19 15:52:33,ZONE_A,34.39,66.00,1000.24,98.48,17830.83,58.0
2026-08-19 15:52:35,ZONE_A,34.41,66.00,1000.26,98.36,17873.33,56.0
2026-08-19 15:52:37,ZONE_A,34.38,66.00,1000.23,98.57,17902.50,63.0
2026-08-19 15:52:39,ZONE_A,34.32,66.00,1000.22,98.65,17827.50,54.0
2026-08-19 15:52:41,ZONE_A,34.29,66.00,1000.18,99.00,17706.67,50.0
2026-08-19 15:52:43,ZONE_A,34.21,66.00,1000.17,99.05,17647.50,50.0
2026-08-19 15:52:45,ZONE_A,34.19,66.00,1000.19,98.95,17038.33,53.0
2026-08-19 15:52:47,ZONE_A,34.19,66.00,1000.14,99.33,20325.83,62.0
2026-08-19 15:52:49,ZONE_A,34.21,66.00,1000.19,99.09,20573.33,65.0
2026-08-19 15:52:51,ZONE_A,34.20,66.00,1000.18,99.04,19301.67,67.0
2026-08-19 15:52:53,ZONE_A,34.20,66.00,1000.19,98.90,19741.67,57.0
2026-08-19 15:52:55,ZONE_A,34.09,66.00,1000.18,99.04,21655.00,57.0
2026-08-19 15:52:57,ZONE_A,34.12,66.00,1000.15,99.25,21488.33,30.0
2026-08-19 15:52:59,ZONE_A,34.13,66.00,1000.14,99.33,20346.67,54.0
2026-08-19 15:53:01,ZONE_A,34.12,66.00,1000.22,98.68,19611.67,57.0
2026-08-19 15:53:03,ZONE_A,34.15,66.00,1000.20,98.83,17650.83,49.0
2026-08-19 15:53:05,ZONE_A,34.16,66.00,1000.19,98.94,17756.67,61.0
2026-08-19 15:53:07,ZONE_A,34.17,66.00,1000.20,98.84,17513.33,58.0
2026-08-19 15:53:09,ZONE_A,34.20,66.00,1000.21,98.75,16607.50,57.0
2026-08-19 15:53:11,ZONE_A,34.20,66.00,1000.20,98.80,16458.33,55.0
2026-08-19 15:53:13,ZONE_A,34.23,66.00,1000.19,98.92,16613.33,59.0
2026-08-19 15:53:15,ZONE_A,34.26,66.00,1000.18,99.01,16373.33,57.0
2026-08-19 15:53:17,ZONE_A,34.31,67.00,1000.19,98.88,16488.33,58.0
2026-08-19 15:53:19,ZONE_A,34.31,67.00,1000.25,98.45,16773.33,62.0
2026-08-19 15:53:21,ZONE_A,34.29,67.00,1000.18,99.01,17652.50,61.0
2026-08-19 15:53:23,ZONE_A,34.32,67.00,1000.22,98.71,16823.33,51.0
2026-08-19 15:53:25,ZONE_A,34.28,67.00,1000.17,99.06,14110.00,47.0
2026-08-19 15:53:27,ZONE_A,34.21,68.00,1000.19,98.90,17262.50,63.0
2026-08-19 15:53:29,ZONE_A,34.14,68.00,1000.17,99.07,16301.67,55.0
2026-08-19 15:53:31,ZONE_A,34.04,68.00,1000.16,99.13,12190.00,58.0
2026-08-19 15:53:33,ZONE_A,33.99,68.00,1000.17,99.12,12887.50,56.0
2026-08-19 15:53:35,ZONE_A,33.98,68.00,1000.17,99.12,13546.67,64.0
2026-08-19 15:53:37,ZONE_A,33.84,67.00,1000.19,98.92,15040.00,58.0
2026-08-19 15:53:39,ZONE_A,33.72,67.00,1000.17,99.06,12635.83,59.0
2026-08-19 15:53:41,ZONE_A,33.66,67.00,1000.17,99.06,12880.00,58.0
2026-08-19 15:53:43,ZONE_A,33.67,67.00,1000.19,98.90,12380.00,69.0
2026-08-19 15:53:45,ZONE_A,33.66,67.00,1000.16,99.20,12525.00,55.0
2026-08-19 15:53:47,ZONE_A,33.66,67.00,1000.20,98.84,13885.00,62.0
2026-08-19 15:53:49,ZONE_A,33.60,67.00,1000.18,99.02,14068.33,55.0
2026-08-19 15:53:51,ZONE_A,33.61,67.00,1000.16,99.13,14745.00,62.0
2026-08-19 15:53:53,ZONE_A,33.59,67.00,1000.14,99.33,14154.17,65.0
2026-08-19 15:53:55,ZONE_A,33.64,67.00,1000.17,99.09,17808.33,55.0
2026-08-19 15:53:57,ZONE_A,33.69,67.00,1000.16,99.13,16646.67,52.0
2026-08-19 15:53:59,ZONE_A,33.72,67.00,1000.20,98.82,16200.83,59.0
2026-08-19 15:54:01,ZONE_A,33.72,67.00,1000.20,98.85,14297.50,63.0
2026-08-19 15:54:03,ZONE_A,33.72,67.00,1000.18,98.96,13592.50,59.0
2026-08-19 15:54:05,ZONE_A,33.72,67.00,1000.18,99.03,15638.33,33.0
2026-08-19 15:54:07,ZONE_A,33.73,67.00,1000.20,98.85,15450.00,61.0
2026-08-19 15:54:09,ZONE_A,33.69,68.00,1000.11,99.60,13959.17,54.0
2026-08-19 15:54:11,ZONE_A,33.69,68.00,1000.13,99.44,13809.17,56.0
2026-08-19 15:54:13,ZONE_A,33.70,68.00,1000.13,99.39,13700.83,71.0
2026-08-19 15:54:15,ZONE_A,33.73,68.00,1000.15,99.25,13703.33,59.0
2026-08-19 15:54:17,ZONE_A,33.75,68.00,1000.14,99.37,13718.33,55.0
2026-08-19 15:54:19,ZONE_A,33.75,68.00,1000.18,99.00,14937.50,63.0
2026-08-19 15:54:21,ZONE_A,33.75,68.00,1000.14,99.33,15450.83,54.0
2026-08-19 15:54:23,ZONE_A,33.72,68.00,1000.16,99.17,18666.67,43.0
2026-08-19 15:54:25,ZONE_A,33.71,68.00,1000.18,99.04,17635.00,52.0
2026-08-19 15:54:27,ZONE_A,33.68,68.00,1000.17,99.06,17291.67,47.0
2026-08-19 15:54:29,ZONE_A,33.67,68.00,1000.19,98.88,16753.33,61.0
2026-08-19 15:54:31,ZONE_A,33.70,68.00,1000.17,99.07,15482.50,57.0
2026-08-19 15:54:33,ZONE_A,33.67,68.00,1000.13,99.42,15198.33,57.0
2026-08-19 15:54:35,ZONE_A,33.71,68.00,1000.14,99.31,14306.67,63.0
2026-08-19 15:54:37,ZONE_A,33.73,69.00,1000.15,99.22,13958.33,61.0
2026-08-19 15:54:39,ZONE_A,33.74,69.00,1000.14,99.31,13860.83,49.0
2026-08-19 15:54:41,ZONE_A,33.76,69.00,1000.15,99.29,13933.33,52.0
2026-08-19 15:54:43,ZONE_A,33.77,69.00,1000.17,99.12,14030.00,55.0
2026-08-19 15:54:45,ZONE_A,33.76,69.00,1000.17,99.08,16188.33,54.0
2026-08-19 15:54:47,ZONE_A,33.77,69.00,1000.18,99.03,13840.83,65.0
2026-08-19 15:54:49,ZONE_A,33.79,69.00,1000.15,99.23,14401.67,53.0
2026-08-19 15:54:51,ZONE_A,33.77,69.00,1000.18,98.97,15699.17,56.0
2026-08-19 15:54:53,ZONE_A,33.78,69.00,1000.18,99.01,16196.67,56.0
2026-08-19 15:54:55,ZONE_A,33.78,69.00,1000.21,98.78,16899.17,62.0
2026-08-19 15:54:57,ZONE_A,33.78,69.00,1000.19,98.90,15536.67,54.0
2026-08-19 15:54:59,ZONE_A,33.76,68.00,1000.21,98.79,16185.00,52.0
2026-08-19 15:55:01,ZONE_A,33.69,68.00,1000.17,99.07,15699.17,56.0
2026-08-19 15:55:03,ZONE_A,33.63,68.00,1000.16,99.18,15485.83,60.0
2026-08-19 15:55:05,ZONE_A,33.48,68.00,1000.19,98.93,14798.33,60.0
2026-08-19 15:55:07,ZONE_A,33.36,68.00,1000.18,99.00,14794.17,57.0
2026-08-19 15:55:09,ZONE_A,33.26,68.00,1000.20,98.82,15198.33,53.0
2026-08-19 15:55:11,ZONE_A,33.21,68.00,1000.19,98.93,15867.50,58.0
2026-08-19 15:55:13,ZONE_A,33.17,68.00,1000.19,98.89,15150.00,49.0
2026-08-19 15:55:15,ZONE_A,33.18,68.00,1000.21,98.74,15661.67,52.0
2026-08-19 15:55:17,ZONE_A,33.18,67.00,1000.20,98.79,16719.17,58.0
2026-08-19 15:55:19,ZONE_A,33.18,67.00,1000.20,98.81,16620.00,49.0
2026-08-19 15:55:21,ZONE_A,33.18,67.00,1000.20,98.85,17030.83,57.0
2026-08-19 15:55:23,ZONE_A,33.18,67.00,1000.21,98.79,16759.17,59.0
2026-08-19 15:55:25,ZONE_A,33.18,67.00,1000.19,98.95,16533.33,58.0
2026-08-19 15:55:27,ZONE_A,33.18,67.00,1000.20,98.84,14572.50,60.0
2026-08-19 15:55:29,ZONE_A,33.18,67.00,1000.15,99.21,14245.83,59.0
2026-08-19 15:55:31,ZONE_A,33.17,67.00,1000.19,98.92,14290.00,56.0
2026-08-19 15:55:33,ZONE_A,33.17,67.00,1000.17,99.12,14085.83,66.0
2026-08-19 15:55:35,ZONE_A,33.19,67.00,1000.16,99.20,14064.17,54.0
2026-08-19 15:55:37,ZONE_A,33.22,67.00,1000.16,99.17,14020.00,55.0
2026-08-19 15:55:39,ZONE_A,33.26,67.00,1000.16,99.13,14042.50,56.0
2026-08-19 15:55:41,ZONE_A,33.29,67.00,1000.16,99.19,14040.00,59.0
2026-08-19 15:55:43,ZONE_A,33.31,67.00,1000.15,99.24,13996.67,56.0
2026-08-19 15:55:45,ZONE_A,33.34,67.00,1000.15,99.26,14009.17,55.0
2026-08-19 15:55:47,ZONE_A,33.37,67.00,1000.16,99.14,14146.67,55.0
2026-08-19 15:55:49,ZONE_A,33.38,68.00,1000.18,99.00,14584.17,54.0
2026-08-19 15:55:51,ZONE_A,33.42,68.00,1000.19,98.94,13580.83,46.0
2026-08-19 15:55:53,ZONE_A,33.45,68.00,1000.19,98.88,14797.50,55.0
2026-08-19 15:55:55,ZONE_A,33.47,68.00,1000.20,98.81,14475.83,66.0
2026-08-19 15:55:57,ZONE_A,33.48,67.00,1000.17,99.10,13654.17,63.0
2026-08-19 15:55:59,ZONE_A,33.50,67.00,1000.18,98.99,14160.00,52.0
2026-08-19 15:56:01,ZONE_A,33.53,67.00,1000.18,99.03,13514.17,53.0
2026-08-19 15:56:03,ZONE_A,33.50,67.00,1000.17,99.05,15228.33,63.0
2026-08-19 15:56:05,ZONE_A,33.46,67.00,1000.19,98.91,13952.50,66.0
2026-08-19 15:56:07,ZONE_A,33.42,67.00,1000.17,99.10,13812.50,57.0
2026-08-19 15:56:09,ZONE_A,33.28,67.00,1000.18,99.00,13956.67,58.0
2026-08-19 15:56:11,ZONE_A,33.19,67.00,1000.20,98.85,13831.67,53.0
2026-08-19 15:56:13,ZONE_A,33.16,67.00,1000.16,99.13,15062.50,59.0
2026-08-19 15:56:15,ZONE_A,33.15,67.00,1000.21,98.74,13515.00,56.0
2026-08-19 15:56:17,ZONE_A,33.06,67.00,1000.19,98.95,12614.17,59.0
2026-08-19 15:56:19,ZONE_A,33.02,67.00,1000.15,99.27,12555.83,60.0
2026-08-19 15:56:21,ZONE_A,32.98,67.00,1000.16,99.20,13184.17,61.0
2026-08-19 15:56:23,ZONE_A,33.02,67.00,1000.14,99.32,13225.83,60.0
2026-08-19 15:56:25,ZONE_A,33.02,66.00,1000.16,99.20,11533.33,55.0
2026-08-19 15:56:27,ZONE_A,33.03,66.00,1000.16,99.20,10953.33,60.0
2026-08-19 15:56:29,ZONE_A,32.98,66.00,1000.14,99.36,10970.00,49.0
2026-08-19 15:56:31,ZONE_A,33.01,66.00,1000.17,99.11,11811.67,62.0
2026-08-19 15:56:33,ZONE_A,32.99,67.00,1000.15,99.23,11604.17,54.0
2026-08-19 15:56:35,ZONE_A,33.03,67.00,1000.17,99.12,12615.83,59.0
2026-08-19 15:56:37,ZONE_A,33.04,67.00,1000.14,99.38,13521.67,55.0
2026-08-19 15:56:39,ZONE_A,33.03,67.00,1000.16,99.16,14036.67,51.0
2026-08-19 15:56:41,ZONE_A,32.99,67.00,1000.11,99.63,14224.17,52.0
2026-08-19 15:56:43,ZONE_A,32.94,67.00,1000.16,99.15,14256.67,67.0
2026-08-19 15:56:45,ZONE_A,32.93,67.00,1000.15,99.24,14326.67,56.0
2026-08-19 15:56:47,ZONE_A,32.97,67.00,1000.18,99.04,14300.00,57.0
2026-08-19 15:56:49,ZONE_A,32.98,67.00,1000.16,99.14,14224.17,59.0
2026-08-19 15:56:51,ZONE_A,32.86,67.00,1000.18,98.98,14112.50,59.0
2026-08-19 15:56:53,ZONE_A,32.76,68.00,1000.19,98.89,13525.83,59.0
2026-08-19 15:56:55,ZONE_A,32.70,68.00,1000.16,99.17,14840.83,52.0
2026-08-19 15:56:57,ZONE_A,32.68,68.00,1000.13,99.46,12623.33,56.0
2026-08-19 15:56:59,ZONE_A,32.72,68.00,1000.17,99.05,13051.67,57.0
2026-08-19 15:57:01,ZONE_A,32.70,68.00,1000.17,99.07,13045.00,56.0
2026-08-19 15:57:03,ZONE_A,32.72,68.00,1000.18,99.03,12614.17,58.0
2026-08-19 15:57:05,ZONE_A,32.74,68.00,1000.16,99.21,13285.00,56.0
2026-08-19 15:57:07,ZONE_A,32.78,68.00,1000.17,99.06,12892.50,54.0
2026-08-19 15:57:09,ZONE_A,32.80,68.00,1000.17,99.11,12851.67,48.0
2026-08-19 15:57:11,ZONE_A,32.82,68.00,1000.15,99.29,12695.83,61.0
2026-08-19 15:57:13,ZONE_A,32.83,68.00,1000.15,99.22,12617.50,63.0
2026-08-19 15:57:15,ZONE_A,32.85,68.00,1000.15,99.29,13107.50,59.0
2026-08-19 15:57:17,ZONE_A,32.90,68.00,1000.15,99.22,12205.00,59.0
2026-08-19 15:57:19,ZONE_A,32.93,68.00,1000.13,99.44,12299.17,87.0
2026-08-19 15:57:21,ZONE_A,32.96,68.00,1000.15,99.21,11803.33,61.0
2026-08-19 15:57:23,ZONE_A,32.96,68.00,1000.18,99.02,11810.83,56.0
2026-08-19 15:57:25,ZONE_A,32.97,68.00,1000.12,99.47,11840.83,57.0
2026-08-19 15:57:27,ZONE_A,33.00,68.00,1000.13,99.39,11816.67,62.0
2026-08-19 15:57:29,ZONE_A,33.02,68.00,1000.14,99.36,12088.33,57.0
2026-08-19 15:57:31,ZONE_A,32.98,68.00,1000.15,99.29,11029.17,60.0
2026-08-19 15:57:33,ZONE_A,32.98,68.00,1000.16,99.19,12697.50,59.0
2026-08-19 15:57:35,ZONE_A,32.92,69.00,1000.17,99.10,14450.00,58.0
2026-08-19 15:57:37,ZONE_A,32.82,69.00,1000.19,98.88,13312.50,61.0
2026-08-19 15:57:39,ZONE_A,32.76,69.00,1000.17,99.06,12034.17,50.0
2026-08-19 15:57:41,ZONE_A,32.71,69.00,1000.18,99.00,11391.67,52.0
2026-08-19 15:57:43,ZONE_A,32.70,69.00,1000.16,99.16,11335.00,57.0
2026-08-19 15:57:45,ZONE_A,32.73,69.00,1000.19,98.95,11198.33,57.0
2026-08-19 15:57:47,ZONE_A,32.70,69.00,1000.17,99.11,11172.50,54.0
2026-08-19 15:57:49,ZONE_A,32.66,69.00,1000.17,99.09,11528.33,58.0
2026-08-19 15:57:51,ZONE_A,32.69,69.00,1000.13,99.44,11580.83,57.0
2026-08-19 15:57:53,ZONE_A,32.72,69.00,1000.15,99.26,11512.50,57.0
2026-08-19 15:57:55,ZONE_A,32.76,69.00,1000.15,99.28,11515.00,57.0
2026-08-19 15:57:57,ZONE_A,32.78,69.00,1000.14,99.37,11916.67,57.0
2026-08-19 15:57:59,ZONE_A,32.78,69.00,1000.17,99.12,10400.83,57.0
2026-08-19 15:58:01,ZONE_A,32.78,69.00,1000.15,99.23,10961.67,50.0
2026-08-19 15:58:03,ZONE_A,32.81,69.00,1000.16,99.18,9858.33,61.0
2026-08-19 15:58:05,ZONE_A,32.80,69.00,1000.16,99.13,10622.50,54.0
2026-08-19 15:58:07,ZONE_A,32.81,70.00,1000.13,99.39,10640.00,52.0
2026-08-19 15:58:09,ZONE_A,32.83,70.00,1000.15,99.26,10510.83,49.0
2026-08-19 15:58:11,ZONE_A,32.82,70.00,1000.15,99.24,10565.83,61.0
2026-08-19 15:58:13,ZONE_A,32.80,70.00,1000.16,99.20,12283.33,51.0
2026-08-19 15:58:15,ZONE_A,32.79,71.00,1000.15,99.27,12822.50,62.0
2026-08-19 15:58:17,ZONE_A,32.78,71.00,1000.16,99.20,11454.17,62.0
2026-08-19 15:58:19,ZONE_A,32.72,71.00,1000.15,99.29,11965.00,61.0
2026-08-19 15:58:21,ZONE_A,32.71,71.00,1000.14,99.33,12685.83,64.0
2026-08-19 15:58:23,ZONE_A,32.72,71.00,1000.12,99.52,11382.50,53.0
2026-08-19 15:58:25,ZONE_A,32.74,71.00,1000.12,99.49,10881.67,55.0
2026-08-19 15:58:27,ZONE_A,32.76,71.00,1000.13,99.35,11010.83,55.0
2026-08-19 15:58:29,ZONE_A,32.78,71.00,1000.13,99.44,11905.00,54.0
2026-08-19 15:58:31,ZONE_A,32.77,71.00,1000.13,99.40,11692.50,53.0
2026-08-19 15:58:33,ZONE_A,32.79,71.00,1000.14,99.33,11205.83,51.0
2026-08-19 15:58:35,ZONE_A,32.76,72.00,1000.13,99.41,10916.67,57.0
2026-08-19 15:58:37,ZONE_A,32.74,72.00,1000.14,99.36,11320.00,58.0
2026-08-19 15:58:39,ZONE_A,32.69,72.00,1000.15,99.22,10989.17,57.0
2026-08-19 15:58:41,ZONE_A,32.71,72.00,1000.12,99.47,10491.67,54.0
2026-08-19 15:58:43,ZONE_A,32.69,72.00,1000.13,99.39,9940.83,45.0
2026-08-19 15:58:45,ZONE_A,32.65,72.00,1000.13,99.40,8964.17,58.0
2026-08-19 15:58:47,ZONE_A,32.65,72.00,1000.15,99.26,9475.00,59.0
2026-08-19 15:58:49,ZONE_A,32.61,72.00,1000.12,99.48,8623.33,58.0
2026-08-19 15:58:51,ZONE_A,32.62,73.00,1000.11,99.62,8616.67,56.0
2026-08-19 15:58:53,ZONE_A,32.60,73.00,1000.13,99.39,8887.50,49.0
2026-08-19 15:58:55,ZONE_A,32.61,73.00,1000.11,99.55,8792.50,62.0
2026-08-19 15:58:57,ZONE_A,32.64,73.00,1000.14,99.36,8910.00,55.0
2026-08-19 15:58:59,ZONE_A,32.64,73.00,1000.12,99.48,8773.33,55.0
2026-08-19 15:59:01,ZONE_A,32.66,73.00,1000.11,99.63,8846.67,56.0
2026-08-19 15:59:03,ZONE_A,32.67,73.00,1000.10,99.65,8912.50,55.0
2026-08-19 15:59:05,ZONE_A,32.64,73.00,1000.09,99.70,10081.67,53.0
2026-08-19 15:59:07,ZONE_A,32.66,73.00,1000.11,99.63,9794.17,61.0
2026-08-19 15:59:09,ZONE_A,32.69,73.00,1000.11,99.63,9673.33,49.0
2026-08-19 15:59:11,ZONE_A,32.63,73.00,1000.13,99.39,6822.50,55.0
2026-08-19 15:59:13,ZONE_A,32.65,73.00,1000.09,99.79,5406.67,49.0
2026-08-19 15:59:15,ZONE_A,32.66,74.00,1000.10,99.64,4697.50,58.0
2026-08-19 15:59:17,ZONE_A,32.63,74.00,1000.11,99.56,4615.83,54.0
2026-08-19 15:59:19,ZONE_A,32.60,74.00,1000.10,99.63,4652.50,58.0
2026-08-19 15:59:21,ZONE_A,32.63,74.00,1000.10,99.71,4620.83,58.0
2026-08-19 15:59:23,ZONE_A,32.64,74.00,1000.08,99.80,3670.00,48.0
2026-08-19 15:59:25,ZONE_A,32.59,74.00,1000.06,100.03,6414.17,57.0
2026-08-19 15:59:27,ZONE_A,32.57,74.00,1000.08,99.87,6316.67,52.0
2026-08-19 15:59:29,ZONE_A,32.53,74.00,1000.09,99.72,5725.00,52.0
2026-08-19 15:59:31,ZONE_A,32.52,74.00,1000.07,99.92,5800.83,57.0
2026-08-19 15:59:33,ZONE_A,32.47,74.00,1000.09,99.79,5805.00,52.0
2026-08-19 15:59:35,ZONE_A,32.42,74.00,1000.10,99.66,6003.33,56.0
2026-08-19 15:59:37,ZONE_A,32.46,75.00,1000.08,99.85,9316.67,59.0
2026-08-19 15:59:39,ZONE_A,32.48,75.00,1000.08,99.86,6606.67,59.0
2026-08-19 15:59:41,ZONE_A,32.48,75.00,1000.09,99.77,8555.00,63.0
2026-08-19 15:59:43,ZONE_A,32.50,75.00,1000.08,99.81,8058.33,57.0
2026-08-19 15:59:45,ZONE_A,32.51,75.00,1000.06,100.00,4781.67,55.0
2026-08-19 15:59:47,ZONE_A,32.51,75.00,1000.07,99.95,3654.17,55.0
2026-08-19 15:59:49,ZONE_A,32.50,75.00,1000.06,100.04,3860.00,64.0
2026-08-19 15:59:51,ZONE_A,32.43,75.00,1000.07,99.92,3837.50,57.0
2026-08-19 15:59:53,ZONE_A,32.44,75.00,1000.08,99.86,3790.00,56.0
2026-08-19 15:59:55,ZONE_A,32.46,76.00,1000.10,99.67,3826.67,56.0
2026-08-19 15:59:57,ZONE_A,32.46,76.00,1000.07,99.90,3802.50,60.0
2026-08-19 15:59:59,ZONE_A,32.48,76.00,1000.10,99.67,3677.50,54.0
2026-08-19 16:00:01,ZONE_A,32.49,76.00,1000.09,99.73,3705.00,58.0
2026-08-19 16:00:03,ZONE_A,32.49,75.00,1000.09,99.77,3610.00,55.0
2026-08-19 16:00:05,ZONE_A,32.49,75.00,1000.06,99.98,4300.00,57.0
2026-08-19 16:00:07,ZONE_A,32.51,75.00,1000.11,99.58,7619.17,63.0
2026-08-19 16:00:09,ZONE_A,32.51,75.00,1000.14,99.36,9277.50,43.0
2026-08-19 16:00:11,ZONE_A,32.53,75.00,1000.11,99.58,10066.67,53.0
2026-08-19 16:00:13,ZONE_A,32.53,75.00,1000.13,99.43,9627.50,60.0
2026-08-19 16:00:15,ZONE_A,32.50,75.00,1000.16,99.18,8650.00,51.0
2026-08-19 16:00:17,ZONE_A,32.47,75.00,1000.15,99.28,6481.67,59.0
2026-08-19 16:00:19,ZONE_A,32.43,75.00,1000.11,99.58,7290.83,58.0
2026-08-19 16:00:21,ZONE_A,32.39,75.00,1000.13,99.41,6041.67,57.0
2026-08-19 16:00:23,ZONE_A,32.30,75.00,1000.13,99.46,5684.17,53.0
2026-08-19 16:00:25,ZONE_A,32.21,75.00,1000.13,99.42,6209.17,57.0
2026-08-19 16:00:27,ZONE_A,32.19,75.00,1000.13,99.46,4180.00,55.0
2026-08-19 16:00:29,ZONE_A,32.19,75.00,1000.12,99.49,4010.83,57.0
2026-08-19 16:00:31,ZONE_A,32.20,74.00,1000.11,99.61,4066.67,48.0
2026-08-19 16:00:33,ZONE_A,32.20,74.00,1000.13,99.43,4068.33,58.0
2026-08-19 16:00:35,ZONE_A,32.21,74.00,1000.16,99.18,4055.00,49.0
2026-08-19 16:00:37,ZONE_A,32.23,74.00,1000.16,99.21,4039.17,56.0
2026-08-19 16:00:39,ZONE_A,32.23,74.00,1000.16,99.14,4164.17,39.0
2026-08-19 16:00:41,ZONE_A,32.22,74.00,1000.16,99.19,3965.83,52.0
2026-08-19 16:00:43,ZONE_A,32.21,74.00,1000.15,99.21,7566.67,57.0
2026-08-19 16:00:45,ZONE_A,32.20,74.00,1000.18,99.03,9121.67,61.0
2026-08-19 16:00:47,ZONE_A,32.16,74.00,1000.16,99.16,8439.17,58.0
2026-08-19 16:00:49,ZONE_A,32.12,74.00,1000.16,99.16,7085.00,49.0
2026-08-19 16:00:51,ZONE_A,32.09,75.00,1000.13,99.38,8418.33,52.0
2026-08-19 16:00:53,ZONE_A,32.07,75.00,1000.15,99.27,7059.17,48.0
2026-08-19 16:00:55,ZONE_A,32.07,75.00,1000.13,99.43,7207.50,56.0
2026-08-19 16:00:57,ZONE_A,32.05,75.00,1000.13,99.40,6018.33,60.0
2026-08-19 16:00:59,ZONE_A,32.05,75.00,1000.12,99.52,5956.67,65.0
2026-08-19 16:01:01,ZONE_A,32.03,75.00,1000.16,99.18,5775.00,53.0
2026-08-19 16:01:03,ZONE_A,32.04,74.00,1000.15,99.27,5535.83,55.0
